word,2011_freq
network,669
system,439
algorithm,376
model,356
cod,338
channel,329
analys,291
optim,280
comput,244
graph,244
gen,219
distribut,218
inform,207
dat,203
wireless,192
learn,190
apply,186
log,172
complex,170
efficy,166
dynam,152
bound,148
sens,141
program,140
approxim,138
class,137
process,134
random,133
linear,132
commun,132
gam,129
stat,128
perform,124
sec,121
set,118
interf,118
design,118
control,118
funct,117
detect,114
relay,111
solv,111
capac,106
tim,106
us,105
compress,102
improv,99
web,97
estim,97
im,96
prob,96
plan,95
loc,95
mobl,95
constraint,95
protocol,93
search,93
quant,92
langu,90
framework,90
sem,89
mimo,89
form,88
clust,88
multipl,85
pow,84
soc,83
select,83
sign,81
study,81
rout,80
rat,80
vary,80
cas,79
the,79
robust,78
decod,78
maxim,78
minim,77
spars,76
serv,76
adapt,75
evolv,74
method,74
cognit,72
toward,72
query,71
match,71
techn,70
reg,68
typ,68
autom,67
parallel,67
meas,66
scheduling,65
sequ,65
matrix,64
impl,64
automat,64
part,63
evalu,63
extend,63
onlin,63
finit,62
er,62
decid,61
feat,61
sim,61
man,61
access,61
reduc,61
coop,61
problem,61
rel,61
scal,60
tre,60
gauss,60
sourc,60
test,59
repres,59
alloc,59
connect,58
diff,57
bin,57
ord,57
stochast,57
mod,56
object,56
ver,55
architect,55
pattern,55
machin,55
recognit,54
simpl,54
transform,54
fast,54
op,54
priv,54
structure,53
mech,53
feedback,53
equ,53
construct,53
predict,53
larg,53
resourc,52
scheme,52
hybrid,52
spac,52
softw,51
energy,50
effect,50
link,49
word,49
id,49
paramet,49
integr,49
broadcast,48
stabl,48
high,48
ag,47
spec,47
un,46
knowledg,46
shar,46
ad,45
dimend,45
transmit,45
polynom,45
numb,45
result,45
novel,45
weight,45
sampl,45
min,44
combin,44
interact,44
degr,44
radio,44
charact,44
spat,43
filt,42
limit,42
act,42
fad,42
property,42
cellul,42
theorem,41
approach,41
cloud,41
bas,41
databas,41
fuzzy,41
vis,40
path,40
calcul,40
fact,40
bool,40
develop,40
univers,40
low,39
support,39
cov,39
markov,39
determin,39
achiev,39
express,38
tool,38
grid,38
key,38
rank,38
attack,38
it,38
produc,37
sci,37
abstract,37
correl,37
heterog,37
environ,36
algebra,36
pract,36
rul,36
cyc,36
dist,36
point,36
kernel,35
coordin,35
fac,35
regul,35
spectr,35
lat,35
discret,35
condit,35
map,35
real,35
group,35
cost,35
digit,35
expery,35
joint,35
describ,34
stor,34
intellig,34
met,34
recovery,34
enh,34
hoc,34
direct,34
flow,34
vert,33
auth,33
vect,33
reason,33
complet,33
equilibr,33
retriev,33
strategies,33
two thousand and eleven,33
hierarch,33
check,33
realtim,32
delay,32
mess,32
valu,32
robot,32
inf,32
temp,32
index,32
schemes,32
domain,32
col,32
policy,31
exact,31
depend,31
embed,31
find,31
multius,30
geomet,30
synthes,30
sep,30
divers,30
project,30
cont,30
engin,30
comp,30
video,30
mult,29
frequ,29
3d,29
smart,29
mem,29
ldpc,29
convex,29
ontolog,29
crit,28
nois,28
hid,28
align,28
on,28
norm,28
med,28
neur,28
proof,28
entrop,28
nod,27
prop,27
not,27
technolog,26
compon,26
decomposit,26
caus,26
symmet,26
glob,26
consens,26
nat,26
freedom,26
hum,26
two,26
without,26
text,26
art,26
seg,26
level,26
count,26
survey,26
field,26
spect,25
structured,25
context,25
hard,25
comparison,25
partit,25
concur,25
ofdm,25
impact,25
block,24
correct,24
train,24
ev,24
internet,24
largesc,24
topolog,24
extract,24
multy,24
ful,24
structures,24
cent,24
theoret,23
resolv,23
task,23
out,23
simil,23
revisit,23
collab,23
monit,23
util,23
dens,23
way,23
curv,23
mat,23
synchron,23
composit,23
nonlinear,23
libr,23
observ,23
smal,22
independ,22
list,22
bayes,22
qos,22
transit,22
infinit,22
refin,22
mean,22
tight,22
traff,22
answ,22
bal,22
shap,22
converg,22
heur,21
world,21
workshop,21
downlink,21
behavy,21
ttc,21
requir,21
pass,21
opt,21
strong,21
encrypt,21
permut,21
spee,21
expl,21
uncertainty,21
intern,21
track,21
satisfy,21
asymptot,20
induc,20
conceiv,20
cryptograph,20
packet,20
publ,20
fre,20
execut,20
pric,20
virt,20
challeng,20
common,20
circuit,20
step,19
p,19
asynchron,19
subspac,19
dual,19
orthogon,19
genet,19
understand,19
view,19
three,19
dec,19
believ,19
fus,19
expon,19
emerg,19
dev,19
collect,19
pag,19
av,19
aw,19
rewrit,19
diffus,19
provid,19
tradeoff,19
build,19
secret,19
market,19
auct,19
sum,19
fix,19
interfac,19
chain,18
threshold,18
pursuit,18
qual,18
integ,18
categ,18
standard,18
tract,18
lin,18
constrain,18
reinforc,18
acc,18
short,18
mov,18
symbol,18
perfect,18
term,18
aspect,18
expand,17
ineq,17
neighb,17
array,17
sat,17
transl,17
aggreg,17
multiply,17
hash,17
continu,17
vertex,17
agr,17
higherord,17
rely,17
prov,17
switch,17
bet,17
assess,17
pri,17
phas,16
dict,16
interpret,16
num,16
influ,16
receiv,16
net,16
submodul,16
revers,16
precod,16
vers,16
trac,16
cut,16
person,16
docu,16
mac,16
2d,16
famy,16
el,16
secrecy,16
review,16
coupl,16
reconstruct,16
sery,16
trust,16
strategy,16
steganograph,16
report,15
wiretap,15
label,15
encod,15
multidimend,15
geometry,15
platform,15
empir,15
methodolog,15
unit,15
algebr,15
posit,15
recurs,15
pol,15
noisy,15
altern,15
principl,15
proposit,15
ex,15
beamform,15
simult,15
driv,15
research,15
inst,15
compil,15
bit,15
play,15
exploit,15
contract,14
satisfact,14
swarm,14
throughput,14
dn,14
prim,14
propos,14
recommend,14
cel,14
mathem,14
siz,14
n,14
risk,14
fil,14
inv,14
traject,14
fault,14
pair,14
team,14
rang,14
up,14
period,14
intersect,14
par,14
quadr,14
arbit,14
streaming,14
success,14
navig,14
const,14
perspect,14
acyc,14
eras,14
gpu,14
input,14
vs,14
p2p,14
edg,14
restrict,14
mesh,14
pack,13
gap,13
bipartit,13
diagram,13
analog,13
twit,13
first,13
modul,13
tol,13
adhoc,13
sid,13
arithmet,13
cho,13
es,13
busy,13
leng,13
phys,13
discovery,13
singl,13
reach,13
invers,13
org,13
beyond,13
multipa,13
assocy,13
congest,13
queu,13
fail,13
multimed,13
cit,13
chaot,13
surfac,13
lossy,12
hol,12
redund,12
root,12
walk,12
squ,12
travel,12
ind,12
fut,12
proc,12
dialog,12
span,12
symmetry,12
shortest,12
exchang,12
tcp,12
incomplet,12
interpol,12
saf,12
deploy,12
guar,12
cancel,12
good,12
consist,12
hierarchy,12
hypergraph,12
autonom,12
nearest,12
instruct,12
fract,12
adv,12
wavelet,12
increas,12
multicast,12
spacetim,12
cdm,12
nash,12
satellit,12
are,12
incr,12
issu,12
xml,12
doubl,12
near,12
weak,12
preserv,12
round,11
mak,11
vehic,11
np,11
imperfect,11
preprocess,11
load,11
multihop,11
ir,11
poss,11
uplink,11
loss,11
fair,11
competit,11
conject,11
peertop,11
annot,11
miso,11
sess,11
explicit,11
k,11
pap,11
elect,11
wid,11
pop,11
profil,11
tens,11
nonbin,11
chang,11
mapreduc,11
work,11
blind,11
lay,11
cre,11
hypothes,11
multiobject,11
calc,11
manip,11
multicel,11
cert,11
opportun,11
transf,11
byzantin,11
antenn,11
der,11
ory,11
accel,10
upd,10
ii,10
intrud,10
pres,10
lowrank,10
til,10
elimin,10
nomin,10
say,10
et,10
en,10
introduc,10
protect,10
commit,10
c,10
firstord,10
multichannel,10
gain,10
differenty,10
mix,10
feas,10
guid,10
neg,10
quantit,10
rol,10
multiplex,10
clos,10
zero,10
assign,10
interv,10
bandit,10
contextfr,10
gramm,10
sort,10
coalit,10
almost,10
anonym,10
strategic,10
assembl,10
regress,10
structural,10
comprehend,10
superv,10
convolv,10
relax,10
eq,10
sound,10
petr,10
axiom,10
miss,10
watermark,10
cor,9
orac,9
react,9
benchmark,9
top,9
discov,9
branch,9
overview,9
mmse,9
memoryless,9
manifold,9
plac,9
self,9
tabl,9
fram,9
bidirect,9
via,9
target,9
biomet,9
found,9
ref,9
forward,9
second,9
ratio,9
colony,9
soft,9
nonneg,9
law,9
affin,9
oblivy,9
hello,9
addit,9
mut,9
avoid,9
grow,9
informationtheoret,9
invert,9
conf,9
forc,9
diagnos,9
edit,9
implicit,9
respons,9
persist,9
manet,9
csp,9
corp,9
uniform,9
bisim,9
grady,9
config,9
salesm,9
econom,9
od,9
repair,9
cub,9
templ,9
pref,9
discrimin,9
sent,9
behavio,9
mot,9
heal,9
within,9
mass,9
valid,9
domin,9
body,9
sev,9
imply,9
uncertain,9
enterpr,8
cach,8
polygon,8
rfid,8
termin,8
strongly,8
strings,8
pars,8
migr,8
jav,8
audio,8
margin,8
liv,8
fin,8
shop,8
rest,8
vir,8
ant,8
reengin,8
subgraph,8
physicallay,8
pot,8
gossip,8
consum,8
scenario,8
bandwid,8
cross,8
coq,8
ampl,8
devy,8
light,8
faulttol,8
lev,8
tag,8
loop,8
extern,8
matroid,8
individ,8
multipleaccess,8
smooth,8
thing,8
mitig,8
lossless,8
polytop,8
awgn,8
speech,8
perceiv,8
hamilton,8
monoton,8
streams,8
contest,8
flex,8
spherical,8
cap,8
boltzman,8
asymmet,8
diverg,8
mus,8
engl,8
journ,8
handov,8
overlay,8
cascad,8
lowcomplex,8
formula,8
confid,8
amplifyandforward,8
window,8
non,8
harvest,8
csi,8
fold,8
job,8
int,8
frag,8
vorono,8
unicast,7
shift,7
wrap,7
polyhedr,7
ensembl,7
mds,7
bank,7
fingerprint,7
isomorph,7
easy,7
foury,7
exampl,7
cryptosystem,7
cliqu,7
expect,7
dissemin,7
prototyp,7
rapid,7
greedy,7
constel,7
evid,7
worstcas,7
buff,7
respect,7
handwrit,7
argu,7
cant,7
ident,7
recur,7
expert,7
conserv,7
immun,7
nest,7
ergod,7
ring,7
nonuniform,7
energyefficy,7
semidefinit,7
svm,7
"eighty thousand, two hundred and eleven",7
desc,7
cryptanalys,7
password,7
ap,7
multilevel,7
cur,7
ecosystem,7
discrep,7
multivalu,7
multiway,7
brows,7
pseudorandom,7
output,7
kme,7
capt,7
proxim,7
brain,7
singul,7
slic,7
regim,7
tor,7
partic,7
attribut,7
investig,7
unconstrain,7
stag,7
demand,7
extrem,7
continuoustim,7
genom,7
treewid,7
multiprocess,7
poset,6
chines,6
selforg,6
overhead,6
bittor,6
coalgebra,6
pairw,6
handoff,6
diamet,6
substitut,6
vot,6
paradigm,6
remot,6
spam,6
antenna,6
electron,6
rec,6
transact,6
circ,6
aid,6
pur,6
carry,6
stud,6
opin,6
googl,6
hop,6
medy,6
geograph,6
delivery,6
rad,6
recov,6
thresholds,6
alphabet,6
for,6
debug,6
long,6
abl,6
hit,6
multimod,6
scalefr,6
colo,6
fit,6
grad,6
compl,6
reply,6
aodv,6
taxonom,6
f,6
turbo,6
transduc,6
x,6
intend,6
unknown,6
biolog,6
least,6
ens,6
blackbox,6
head,6
trad,6
interconnect,6
undecid,6
lambd,6
wareh,6
reput,6
spik,6
rectangl,6
best,6
funda,6
hardw,6
jump,6
stream,6
innov,6
deno,6
lte,6
speak,6
kus,6
effort,6
repetit,6
port,6
ie,6
noncoh,6
card,6
contain,6
spreading,6
green,6
trend,6
fif,6
four,6
foc,6
lingu,6
isol,6
forest,6
tot,6
ellipt,6
multithread,6
maint,6
kolmogorov,6
ar,6
phon,6
many,6
mdps,6
modern,6
twenty,6
femtocel,6
halfduplex,6
aug,6
account,6
stack,6
emot,6
bridg,6
handl,6
win,6
tail,6
sourcechannel,6
acl2,6
schema,6
progress,6
lightweight,6
meet,6
compact,6
teach,5
reflect,5
camer,5
ear,5
certain,5
volum,5
institut,5
carlo,5
peer,5
merg,5
al,5
boost,5
binom,5
pilot,5
comply,5
vehicul,5
acceiv,5
intercel,5
ram,5
draw,5
scen,5
urb,5
oneway,5
trel,5
tun,5
automaton,5
definit,5
eavesdrop,5
imit,5
multiparty,5
criter,5
post,5
beat,5
rainbow,5
tsp,5
mont,5
intuit,5
abel,5
benefit,5
spread,5
transport,5
batch,5
anoma,5
synthet,5
sinr,5
road,5
uml,5
ubiquit,5
hyperbol,5
homolog,5
gametheoret,5
circul,5
at,5
robin,5
nondetermin,5
sufficy,5
multilay,5
industry,5
monoid,5
reward,5
pomdp,5
dilemm,5
defens,5
ham,5
stein,5
read,5
lead,5
primit,5
default,5
remov,5
rot,5
bia,5
subject,5
chromatic,5
beth,5
fiv,5
qualit,5
neut,5
conform,5
deal,5
reus,5
scat,5
ground,5
imposs,5
strength,5
lp,5
tur,5
mom,5
bad,5
com,5
protein,5
clip,5
acquisit,5
homog,5
answerset,5
crowdsourc,5
address,5
ltl,5
across,5
intrins,5
triang,5
unstruct,5
conflict,5
friend,5
perturb,5
lex,5
irregul,5
nonmonoton,5
con,5
distort,5
break,5
membr,5
hairpin,5
speedup,5
advers,5
triangl,5
eul,5
lift,5
disk,5
cours,5
multitermin,5
lasso,5
mixt,5
euclid,5
csit,5
reedsolomon,5
ax,5
syntax,5
compound,5
triangul,5
poisson,5
multisc,5
obstac,5
enum,5
decodeandforward,5
let,5
runtim,5
princip,5
landscap,5
extens,5
mir,5
memb,5
init,5
facil,5
miz,5
des,5
revenu,5
wav,5
think,5
among,5
incorp,5
atom,5
est,5
domainspec,5
pointtopoint,4
decodeforward,4
highdimend,4
arc,4
summ,4
tak,4
cardin,4
divid,4
grobn,4
knapsack,4
anaphor,4
sensit,4
camp,4
fixedparamet,4
proport,4
harmon,4
drop,4
transy,4
tailbit,4
uneq,4
fullduplex,4
negoty,4
molecul,4
mil,4
dispers,4
arab,4
conto,4
hilbert,4
decl,4
semiautom,4
smoo,4
appl,4
leg,4
rdbms,4
prelimin,4
multirobot,4
rough,4
isometry,4
nonparamet,4
deadlin,4
dialect,4
manyvalu,4
ent,4
waterfil,4
spatiotemp,4
smallworld,4
spin,4
peak,4
coh,4
mark,4
enforc,4
bibliomet,4
chebyshev,4
lowdimend,4
anytim,4
apn,4
hom,4
am,4
assist,4
wideband,4
relev,4
pour,4
derandom,4
nee,4
multilinear,4
assum,4
subset,4
pollut,4
eigenvect,4
grassman,4
maxs,4
flip,4
proact,4
consid,4
car,4
